PDF Path,Text,cleaned_text,final_cleaned_text,entities
51.pdf,"""III. INVESTIGATIVE DETAILS

On the 16th of March 2004, Partner 1 paid the €8,000.00 to the Company Representative, who then went to Pristina Airport to hand it to Official 1. The Company Representative stated that the hand-over of the cash to Official 1 took place outside the airport terminal gate. The Airport X-Ray Operator, who observed the meeting between the two men, corroborated the fact that the meeting took place as stated.

ITF Investigators visited the Cargo Department Finance Office to check official documentation in relation to the Company merchandise. No trace of the payment of the €8,000 could be found in the Cargo Department account books for 2003 or 2004.

According to the tariff list that the Finance Officer of the Cargo Section provided to the ITF, the Company should have paid an amount of approximately €32,000.00 for storage fees from the 23rd of December 2003 to 15th of March 2004.""",iii investigative details on the th of march partner paid the to the company representative who then went to pristina airport to hand it to official the company representative stated that the hand over of the cash to official took place outside the airport terminal gate the airport x ray operator who observed the meeting between the two men corroborated the fact that the meeting took place as stated itf investigators visited the cargo department finance office to check official documentation in relation to the company merchandise no trace of the payment of the could be found in the cargo department account books for or according to the tariff list that the finance officer of the cargo section provided to the itf the company should have paid an amount of approximately for storage fees from the rd of december to th of march,iii investigative detail th march partner paid company representative went pristina airport hand official company representative stated hand cash official took place outside airport terminal gate airport x ray operator observed meeting two men corroborated fact meeting took place stated itf investigator visited cargo department finance office check official documentation relation company merchandise trace payment could found cargo department account book according tariff list finance officer cargo section provided itf company paid amount approximately storage fee rd december th march,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9998993873596191, 'char_start_index': 133, 'char_end_index': 149}, {'span': 'Airport X-Ray Operator', 'label': 'ORG', 'score': 0.9421303272247314, 'char_start_index': 305, 'char_end_index': 327}, {'span': 'Cargo Department Finance Office', 'label': 'ORG', 'score': 0.9893218278884888, 'char_start_index': 467, 'char_end_index': 498}, {'span': 'Cargo Department', 'label': 'ORG', 'score': 0.6655480861663818, 'char_start_index': 631, 'char_end_index': 647}]"
51.pdf,""" II. Background

ITF Investigators met with the Company Representative, who explained that a part of his business involves the importation and marketing of LED display equipment. The Company consists of 4 partners:
• Partner 1
• Partner 2
• Partner 3
• Partner 4

The above company partners agreed to the following regarding the various payments to be effected as follows:
• Partner 2 and Partner 3 were to pay the total price of all the goods;
• Partner 1 was to pay everything regarding VAT, Custom Duties, Local Taxes and Storage.

III. THE DUTIES AND RESPONSIBILITIES OF AIRPORT PRISTINA CARGO OFFICIALS

It was Official 2’s responsibility to ensure that storage fees were paid and a record of the payments be kept. The procedure for recording payments is that the airway bill with a customs stamp should have been provided to the Finance Officer whereby he/she then calculates the storage fees owed. Before individuals or companies were allowed to retrieve their goods, this fee had to be paid pursuant to an official invoice. In this instant case, there is no record of such an invoice or any such payment. The absence of such a record is highly unusual and establishes that monies owed to the airport were not received in this case.

Official 1 worked in the Cargo Handling Office at the Airport. As with Official 2, it was Official 1’s duty to ensure that all payments made by customers of the airport complied with the applicable regulations and instructions.""",ii background itf investigators met with the company representative who explained that a part of his business involves the importation and marketing of led display equipment the company consists of partners partner partner partner partner the above company partners agreed to the following regarding the various payments to be effected as follows partner and partner were to pay the total price of all the goods ; partner was to pay everything regarding vat custom duties local taxes and storage iii the duties and responsibilities of airport pristina cargo officials it was official s responsibility to ensure that storage fees were paid and a record of the payments be kept the procedure for recording payments is that the airway bill with a customs stamp should have been provided to the finance officer whereby heshe then calculates the storage fees owed before individuals or companies were allowed to retrieve their goods this fee had to be paid pursuant to an official invoice in this instant case there is no record of such an invoice or any such payment the absence of such a record is highly unusual and establishes that monies owed to the airport were not received in this case official worked in the cargo handling office at the airport as with official it was official s duty to ensure that all payments made by customers of the airport complied with the applicable regulations and instructions,ii background itf investigator met company representative explained part business involves importation marketing led display equipment company consists partner partner partner partner partner company partner agreed following regarding various payment effected follows partner partner pay total price good ; partner wa pay everything regarding vat custom duty local tax storage iii duty responsibility airport pristina cargo official wa official responsibility ensure storage fee paid record payment kept procedure recording payment airway bill custom stamp provided finance officer whereby heshe calculates storage fee owed individual company allowed retrieve good fee paid pursuant official invoice instant case record invoice payment absence record highly unusual establishes monies owed airport received case official worked cargo handling office airport official wa official duty ensure payment made customer airport complied applicable regulation instruction,[]
52.pdf,"""APPLICABLE TERRITORIAL LAWS:

Pursuant to the authority given to The Special Representative of the Secretary-General, under United Nations Security Council Resolution 1244 (1999) of 10 June 1999, taking into account United Nations Interim Administration Mission in Kosovo (UNMIK) Regulation No. 1999/1 of 25 July 1999 on the Authority of the Interim Administration in Kosovo, for the purpose of defining the law applicable in Kosovo, the SRSG promulgated that the law applicable in Kosovo shall be:
a. The regulations promulgated by the Special Representative of the Secretary-General and subsidiary instruments issued thereunder; and

b. The law in force in Kosovo on 22 March 1989.

The ITF Investigators considered possible breaches of the Provisional Criminal Code of Kosovo, especially Article 339 (Abusing Official Position of Authority); Article 340 (Misappropriation in Office); and Article 341 (Fraud in Office).""",applicable territorial laws pursuant to the authority given to the special representative of the secretary general under united nations security council resolution () of june taking into account united nations interim administration mission in kosovo (unmik) regulation no of july on the authority of the interim administration in kosovo for the purpose of defining the law applicable in kosovo the srsg promulgated that the law applicable in kosovo shall be a the regulations promulgated by the special representative of the secretary general and subsidiary instruments issued thereunder ; and b the law in force in kosovo on march the itf investigators considered possible breaches of the provisional criminal code of kosovo especially article (abusing official position of authority) ; article (misappropriation in office) ; and article (fraud in office),applicable territorial law pursuant authority given special representative secretary general united nation security council resolution june taking account united nation interim administration mission kosovo unmik regulation july authority interim administration kosovo purpose defining law applicable kosovo srsg promulgated law applicable kosovo shall regulation promulgated special representative secretary general subsidiary instrument issued thereunder ; b law force kosovo march itf investigator considered possible breach provisional criminal code kosovo especially article abusing official position authority ; article misappropriation office ; article fraud office,"[{'span': 'United Nations Security Council', 'label': 'ORG', 'score': 0.7629941701889038, 'char_start_index': 125, 'char_end_index': 156}, {'span': 'United Nations Interim Administration Mission in Kosovo', 'label': 'ORG', 'score': 0.9442890882492065, 'char_start_index': 217, 'char_end_index': 272}, {'span': 'Authority of the Interim Administration in Kosovo', 'label': 'ORG', 'score': 0.9413049817085266, 'char_start_index': 326, 'char_end_index': 375}, {'span': 'Kosovo', 'label': 'LOC', 'score': 0.9895319938659668, 'char_start_index': 427, 'char_end_index': 433}, {'span': 'Kosovo', 'label': 'LOC', 'score': 0.9796309471130371, 'char_start_index': 483, 'char_end_index': 489}, {'span': 'Kosovo', 'label': 'LOC', 'score': 0.6859802603721619, 'char_start_index': 660, 'char_end_index': 666}, {'span': 'Provisional Criminal Code of Kosovo', 'label': 'MEDIA', 'score': 0.4212804138660431, 'char_start_index': 744, 'char_end_index': 779}]"
52.pdf,"""INTRODUCTION

The Investigation Task Force (ITF) Kosovo conducted an investigation into the circumstances surrounding a UNMIK Bank Account opened at a Bank in Pristina. This investigation was triggered by a forensic audit report of Public Enterprise Airport Pristina (PEAP) released in February 2003 by the Chartered Accountants.

The activities of the Pristina Airport fall under the control of the Kosovo Trust Agency (KTA) and UNMIK Pillar IV, which is administered by the European Union. Investigations into allegations of fraud and corruption involving UNMIK, its pillars, and other organisational structures, as well as the Provisional Institutions of Self-Government (PISG) and independent bodies and offices established pursuant to the Constitutional Framework for Provisional Self-Government in Kosovo, fall within the purview of ITF as laid out by the Executive Decision on the Establishment of the Investigation Task Force UNMIK/ED/2003/16, dated 21 October 2003.""",introduction the investigation task force (itf) kosovo conducted an investigation into the circumstances surrounding a unmik bank account opened at a bank in pristina this investigation was triggered by a forensic audit report of public enterprise airport pristina (peap) released in february by the chartered accountants the activities of the pristina airport fall under the control of the kosovo trust agency (kta) and unmik pillar iv which is administered by the european union investigations into allegations of fraud and corruption involving unmik its pillars and other organisational structures as well as the provisional institutions of self government (pisg) and independent bodies and offices established pursuant to the constitutional framework for provisional self government in kosovo fall within the purview of itf as laid out by the executive decision on the establishment of the investigation task force unmiked dated october,introduction investigation task force itf kosovo conducted investigation circumstance surrounding unmik bank account opened bank pristina investigation wa triggered forensic audit report public enterprise airport pristina peap released february chartered accountant activity pristina airport fall control kosovo trust agency kta unmik pillar iv administered european union investigation allegation fraud corruption involving unmik pillar organisational structure well provisional institution self government pisg independent body office established pursuant constitutional framework provisional self government kosovo fall within purview itf laid executive decision establishment investigation task force unmiked dated october,"[{'span': 'The Investigation Task Force', 'label': 'ORG', 'score': 0.6365070343017578, 'char_start_index': 15, 'char_end_index': 43}, {'span': 'Pristina', 'label': 'LOC', 'score': 0.996351957321167, 'char_start_index': 160, 'char_end_index': 168}, {'span': 'Public Enterprise Airport Pristina', 'label': 'ORG', 'score': 0.8519859910011292, 'char_start_index': 233, 'char_end_index': 267}, {'span': 'Chartered Accountants', 'label': 'ORG', 'score': 0.9997380375862122, 'char_start_index': 308, 'char_end_index': 329}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9992014765739441, 'char_start_index': 354, 'char_end_index': 370}, {'span': 'Kosovo Trust Agency', 'label': 'ORG', 'score': 0.9992693066596985, 'char_start_index': 401, 'char_end_index': 420}, {'span': 'UNMIK Pillar IV', 'label': 'ORG', 'score': 0.9822236895561218, 'char_start_index': 431, 'char_end_index': 446}, {'span': 'European Union', 'label': 'ORG', 'score': 0.9999592304229736, 'char_start_index': 477, 'char_end_index': 491}, {'span': 'Provisional Institutions of Self-Government', 'label': 'ORG', 'score': 0.9571589231491089, 'char_start_index': 631, 'char_end_index': 674}]"
52.pdf,"""BACKGROUND INFORMATION

The DCDM Audit Report 2002/3 highlighted a possible problem with a UNMIK Bank Account, which has been termed the “Company Account”. It was alleged that there was only one signatory to this account (Staff Member 1) and that the interest from this account was going to an unidentified private account.

INVESTIGATIVE DETAILS

The ITF Investigators established that on 13 and 20 July 2001, UNMIK and the Company signed a contract “Relating to the Supply of Aviation Fuel and the Refueling of Commercial Civilian Aircraft at Pristina Airport”. As of 03 March 2004, this Contract was amended, so that the Company also commenced supplying aviation fuel and refueling services to military and non-commercial aircraft.""",background information the dcdm audit report highlighted a possible problem with a unmik bank account which has been termed the company account it was alleged that there was only one signatory to this account (staff member ) and that the interest from this account was going to an unidentified private account investigative details the itf investigators established that on and july unmik and the company signed a contract relating to the supply of aviation fuel and the refueling of commercial civilian aircraft at pristina airport as of march this contract was amended so that the company also commenced supplying aviation fuel and refueling services to military and non commercial aircraft,background information dcdm audit report highlighted possible problem unmik bank account ha termed company account wa alleged wa one signatory account staff member interest account wa going unidentified private account investigative detail itf investigator established july unmik company signed contract relating supply aviation fuel refueling commercial civilian aircraft pristina airport march contract wa amended company also commenced supplying aviation fuel refueling service military non commercial aircraft,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9922424554824829, 'char_start_index': 546, 'char_end_index': 562}]"
60.pdf,"""ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL

The Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received information that a Senior Official for the United Nations Mission in Liberia (SRSG UNMIL) was involved in business dealings with a businessman operating in Liberia, and had abused his authority UNMIL to the benefit of either himself or of the businessman.

The evidence adduced by the investigation, does not support the allegations. The ID/OIOS investigation found no evidence that the Senior Official was involved in business dealings with the businessman, nor that he had abused his authority to the benefit of either himself or of the businessman.""",allegations of conflict of interest and abuse of authority by senior official unmil the investigations division of the office of internal oversight services (idoios) received information that a senior official for the united nations mission in liberia (srsg unmil) was involved in business dealings with a businessman operating in liberia and had abused his authority unmil to the benefit of either himself or of the businessman the evidence adduced by the investigation does not support the allegations the idoios investigation found no evidence that the senior official was involved in business dealings with the businessman nor that he had abused his authority to the benefit of either himself or of the businessman,allegation conflict interest abuse authority senior official unmil investigation division office internal oversight service idoios received information senior official united nation mission liberia srsg unmil wa involved business dealing businessman operating liberia abused authority unmil benefit either businessman evidence adduced investigation doe support allegation idoios investigation found evidence senior official wa involved business dealing businessman abused authority benefit either businessman,"[{'span': 'Office of Internal Oversight Services', 'label': 'ORG', 'score': 0.9660484194755554, 'char_start_index': 124, 'char_end_index': 161}, {'span': 'United Nations Mission in Liberia', 'label': 'ORG', 'score': 0.5190087556838989, 'char_start_index': 224, 'char_end_index': 257}, {'span': 'Liberia', 'label': 'LOC', 'score': 0.9997609257698059, 'char_start_index': 337, 'char_end_index': 344}]"
63.pdf,"""II. BACKGROUND INFORMATION

UNMIL was established on 19 September 2003 by Security Council Resolution 1509. Officer 1 was responsible for establishing the UNMIL Fuel Cell at the start of the mission, having previously served as an Officer with the Mission des Nations Unies au République Démocratique de Congo (MONUC). During the time he served as an officer of the UNMIL Fuel Cell, the unit consisted of himself and 20 other staff members (four International staff and the remainder National staff). Officer 1 left UNMIL and the United Nations on 30 June 2004. His replacement, Officer 2, took over the post on 8 July 2004.

In January and February 2004 an audit of ""Fuel Management in UNMIL"" (Reference AP2004/626/05) was conducted by IAD1/OIOS.""",ii background information unmil was established on september by security council resolution officer was responsible for establishing the unmil fuel cell at the start of the mission having previously served as an officer with the mission des nations unies au rpublique dmocratique de congo (monuc) during the time he served as an officer of the unmil fuel cell the unit consisted of himself and other staff members (four international staff and the remainder national staff) officer left unmil and the united nations on june his replacement officer took over the post on july in january and february an audit of fuel management in unmil (reference ap) was conducted by iadoios,ii background information unmil wa established september security council resolution officer wa responsible establishing unmil fuel cell start mission previously served officer mission de nation unies au rpublique dmocratique de congo monuc time served officer unmil fuel cell unit consisted staff member four international staff remainder national staff officer left unmil united nation june replacement officer took post july january february audit fuel management unmil reference ap wa conducted iadoios,"[{'span': 'Security Council', 'label': 'ORG', 'score': 0.7162095904350281, 'char_start_index': 75, 'char_end_index': 91}, {'span': 'United Nations', 'label': 'ORG', 'score': 0.9622911810874939, 'char_start_index': 531, 'char_end_index': 545}]"
69.pdf,"INTRODUCTION
On 13 February 2005, the Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received a request from UNON Official 1 to inquire into allegations that locally recruited United Nations Office at Nairobi (UNON) staff may have engaged in improper conduct by submitting fraudulent letters of appointments showing longer contract duration dates to obtain loans from the United Nations Co-operative Savings and Credit Society Limited (UN-SACCO), which operates within UNON premises. The request was prompted by an earlier report submitted to UNON Management by UNON Official 2, on a scheme whereby locally recruited staff members from the Nairobi-based United Nations Children’s Fund/Somalia Support Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent letters of appointments to UN-SACCO. The primary concern of UNON Management was that a similar fraudulent scheme might have spread to UNON and other Nairobi based United Nations Agencies.",introduction on february the investigations division of the office of internal oversight services (idoios) received a request from unon official to inquire into allegations that locally recruited united nations office at nairobi (unon) staff may have engaged in improper conduct by submitting fraudulent letters of appointments showing longer contract duration dates to obtain loans from the united nations co operative savings and credit society limited (un sacco) which operates within unon premises the request was prompted by an earlier report submitted to unon management by unon official on a scheme whereby locally recruited staff members from the nairobi based united nations childrens fundsomalia support centre (unicefsomalia) obtained un sacco loans by submitting fraudulent letters of appointments to un sacco the primary concern of unon management was that a similar fraudulent scheme might have spread to unon and other nairobi based united nations agencies,introduction february investigation division office internal oversight service idoios received request unon official inquire allegation locally recruited united nation office nairobi unon staff may engaged improper conduct submitting fraudulent letter appointment showing longer contract duration date obtain loan united nation co operative saving credit society limited un sacco operates within unon premise request wa prompted earlier report submitted unon management unon official scheme whereby locally recruited staff member nairobi based united nation childrens fundsomalia support centre unicefsomalia obtained un sacco loan submitting fraudulent letter appointment un sacco primary concern unon management wa similar fraudulent scheme might spread unon nairobi based united nation agency,"[{'span': 'Nairobi', 'label': 'LOC', 'score': 0.8853224515914917, 'char_start_index': 233, 'char_end_index': 240}, {'span': 'UNON Management', 'label': 'ORG', 'score': 0.9440868496894836, 'char_start_index': 575, 'char_end_index': 590}, {'span': 'Nairobi', 'label': 'LOC', 'score': 0.8301233649253845, 'char_start_index': 672, 'char_end_index': 679}, {'span': 'UNON Management', 'label': 'ORG', 'score': 0.5486047863960266, 'char_start_index': 866, 'char_end_index': 881}, {'span': 'Nairobi', 'label': 'LOC', 'score': 0.9872252345085144, 'char_start_index': 955, 'char_end_index': 962}, {'span': 'United Nations Agencies', 'label': 'ORG', 'score': 0.9142966866493225, 'char_start_index': 969, 'char_end_index': 992}]"
69.pdf,"The request was prompted by an earlier report submitted to UNON Management by UNON Official 2, on a scheme whereby locally recruited staff members from the Nairobi-based United Nations Children’s Fund/Somalia Support Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent letters of appointments to UN-SACCO. The primary concern of UNON Management was that a similar fraudulent scheme might have spread to UNON and other Nairobi based United Nations Agencies. At the time of the request, two ID/OIOS Investigators were on mission to Nairobi on another matter, but given the concerns expressed by UNON Managers, the ID/OIOS Investigators were directed by ID/OIOS Management to look into this matter with celerity, and did so, from 14 through 18 February 2005. The purpose of this report is to present the findings of the preliminary ID/OIOS Investigation together with recommendations for appropriate action by UNON Management.",the request was prompted by an earlier report submitted to unon management by unon official on a scheme whereby locally recruited staff members from the nairobi based united nations childrens fundsomalia support centre (unicefsomalia) obtained un sacco loans by submitting fraudulent letters of appointments to un sacco the primary concern of unon management was that a similar fraudulent scheme might have spread to unon and other nairobi based united nations agencies at the time of the request two idoios investigators were on mission to nairobi on another matter but given the concerns expressed by unon managers the idoios investigators were directed by idoios management to look into this matter with celerity and did so from through february the purpose of this report is to present the findings of the preliminary idoios investigation together with recommendations for appropriate action by unon management,request wa prompted earlier report submitted unon management unon official scheme whereby locally recruited staff member nairobi based united nation childrens fundsomalia support centre unicefsomalia obtained un sacco loan submitting fraudulent letter appointment un sacco primary concern unon management wa similar fraudulent scheme might spread unon nairobi based united nation agency time request two idoios investigator mission nairobi another matter given concern expressed unon manager idoios investigator directed idoios management look matter celerity february purpose report present finding preliminary idoios investigation together recommendation appropriate action unon management,"[{'span': 'UNON Management', 'label': 'ORG', 'score': 0.9918491840362549, 'char_start_index': 59, 'char_end_index': 74}, {'span': 'UNON Official 2', 'label': 'ORG', 'score': 0.7351604104042053, 'char_start_index': 78, 'char_end_index': 93}, {'span': 'Nairobi', 'label': 'LOC', 'score': 0.9419723153114319, 'char_start_index': 156, 'char_end_index': 163}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9171390533447266, 'char_start_index': 225, 'char_end_index': 231}, {'span': 'Somalia', 'label': 'LOC', 'score': 0.9464318752288818, 'char_start_index': 232, 'char_end_index': 239}, {'span': 'UNON Management', 'label': 'ORG', 'score': 0.7237874269485474, 'char_start_index': 350, 'char_end_index': 365}, {'span': 'Nairobi', 'label': 'LOC', 'score': 0.8501062393188477, 'char_start_index': 439, 'char_end_index': 446}, {'span': 'Nairobi', 'label': 'LOC', 'score': 0.999512791633606, 'char_start_index': 551, 'char_end_index': 558}, {'span': 'ID/OIOS Investigators', 'label': 'ORG', 'score': 0.5481939315795898, 'char_start_index': 633, 'char_end_index': 654}, {'span': 'ID/OIOS Management', 'label': 'ORG', 'score': 0.9612203240394592, 'char_start_index': 672, 'char_end_index': 690}, {'span': 'UNON Management', 'label': 'ORG', 'score': 0.7554363012313843, 'char_start_index': 928, 'char_end_index': 943}]"
69.pdf,"ID/OIOS could not interview all UNICEF staff or former staff involved in the fraud. For example, one staff member passed away and another, who had left UNICEF, declined the interview. In addition, the UNICEF inquiry was not final and information obtained primarily through the interviews of UNICEF staff by ID/OIOS suggested that there might be more UNICEF staff involved than initially envisaged. During their interviews with ID/OIOS, the concerned UNICEF staff confirmed that they misused UNICEF letterhead and official seal, indicated that they forged the signature of a UNICEF Operations officer and that they provided UN-SACCO with incorrect information about the duration of their contracts in order to obtain loans. All of them mentioned the ease with which they accessed official UNICEF stamps, stationeries and computers, although given the limited responsibilities of some of them, for example, the drivers, such access should not have occurred.
Further, most interviewees stated that they acted alone and, with one exception, all denied that either their UNICEF or UNON colleagues assisted them in their fraudulent activities or had been otherwise aware of or involved in such improper actions.",idoios could not interview all unicef staff or former staff involved in the fraud for example one staff member passed away and another who had left unicef declined the interview in addition the unicef inquiry was not final and information obtained primarily through the interviews of unicef staff by idoios suggested that there might be more unicef staff involved than initially envisaged during their interviews with idoios the concerned unicef staff confirmed that they misused unicef letterhead and official seal indicated that they forged the signature of a unicef operations officer and that they provided un sacco with incorrect information about the duration of their contracts in order to obtain loans all of them mentioned the ease with which they accessed official unicef stamps stationeries and computers although given the limited responsibilities of some of them for example the drivers such access should not have occurred further most interviewees stated that they acted alone and with one exception all denied that either their unicef or unon colleagues assisted them in their fraudulent activities or had been otherwise aware of or involved in such improper actions,idoios could interview unicef staff former staff involved fraud example one staff member passed away another left unicef declined interview addition unicef inquiry wa final information obtained primarily interview unicef staff idoios suggested might unicef staff involved initially envisaged interview idoios concerned unicef staff confirmed misused unicef letterhead official seal indicated forged signature unicef operation officer provided un sacco incorrect information duration contract order obtain loan mentioned ease accessed official unicef stamp stationery computer although given limited responsibility example driver access occurred interviewee stated acted alone one exception denied either unicef unon colleague assisted fraudulent activity otherwise aware involved improper action,"[{'span': 'UNICEF', 'label': 'ORG', 'score': 0.9974466562271118, 'char_start_index': 32, 'char_end_index': 38}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9990777969360352, 'char_start_index': 152, 'char_end_index': 158}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9838507771492004, 'char_start_index': 201, 'char_end_index': 207}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9926213026046753, 'char_start_index': 291, 'char_end_index': 297}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9116699695587158, 'char_start_index': 350, 'char_end_index': 356}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.8857408761978149, 'char_start_index': 450, 'char_end_index': 456}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.7603846788406372, 'char_start_index': 491, 'char_end_index': 497}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9305721521377563, 'char_start_index': 788, 'char_end_index': 794}, {'span': 'UNICEF', 'label': 'ORG', 'score': 0.9124528765678406, 'char_start_index': 1066, 'char_end_index': 1072}, {'span': 'UNON', 'label': 'ORG', 'score': 0.630742609500885, 'char_start_index': 1076, 'char_end_index': 1080}]"
69.pdf,"Further, whenever the ID/OIOS Investigators noted apparent irregularities concerning letters of appointments or other similar documents produced by these staff to UN-SACCO, for example letters suggesting that their contracts would be renewed beyond the expiration date of their contracts, the ID/OIOS officers made copies of those documents and compared them with the corresponding documentation available in the Official Status Files of those staff and/or confirmed with UNON officials whose signatures appeared on those letters that they had indeed signed them. The ID/OIOS Investigators noted with concern that in January 2005, one Senior UNEP Manager had informed UN-SACCO management that the contract of a particular staff member is likely to be extended for a further two years, subject to satisfactory performance. During the manager’s interview with ID/OIOS, s/he admitted s/he had written a letter at the request of the staff member and advised that such letters are sometimes provided to UN-SACCO so that locally recruited staff can obtain loans. ID/OIOS cautions managers that the issuance of these letters may give the impression that a staff member’s contract will be renewed.",further whenever the idoios investigators noted apparent irregularities concerning letters of appointments or other similar documents produced by these staff to un sacco for example letters suggesting that their contracts would be renewed beyond the expiration date of their contracts the idoios officers made copies of those documents and compared them with the corresponding documentation available in the official status files of those staff andor confirmed with unon officials whose signatures appeared on those letters that they had indeed signed them the idoios investigators noted with concern that in january one senior unep manager had informed un sacco management that the contract of a particular staff member is likely to be extended for a further two years subject to satisfactory performance during the managers interview with idoios she admitted she had written a letter at the request of the staff member and advised that such letters are sometimes provided to un sacco so that locally recruited staff can obtain loans idoios cautions managers that the issuance of these letters may give the impression that a staff members contract will be renewed,whenever idoios investigator noted apparent irregularity concerning letter appointment similar document produced staff un sacco example letter suggesting contract would renewed beyond expiration date contract idoios officer made copy document compared corresponding documentation available official status file staff andor confirmed unon official whose signature appeared letter indeed signed idoios investigator noted concern january one senior unep manager informed un sacco management contract particular staff member likely extended two year subject satisfactory performance manager interview idoios admitted written letter request staff member advised letter sometimes provided un sacco locally recruited staff obtain loan idoios caution manager issuance letter may give impression staff member contract renewed,"[{'span': 'Official Status Files', 'label': 'MEDIA', 'score': 0.8578911423683167, 'char_start_index': 413, 'char_end_index': 434}]"
69.pdf,"Interviews with UN-SACCO and UNON staff UN-SACCO and UNON staff members interviewed by the ID/OIOS Investigators provided general information about their operations and otherwise cooperated with the ID/OIOS inquiry by providing unhindered access to their files. However, these interviews did not produce conclusive information to either suggest or completely rule out improper conduct on the part of UNON staff members. Additional Investigative steps Documentation obtained from UN-SACCO shows that about 2,500 staff members from UNON and other United Nations related organizations have requested and obtained UN-SACCO loans, about one thousand of whom are UNON staff. Given the large number of records to review, which would then need to be compared to similar records from UNON, and the absence of any identified subjects, the ID/OIOS Investigators decided to do a thorough review of a sampling of cases. Files were selected for review where the loan amount was high, the duration of the contract long, or the applicant was also a guarantor on other loans.",interviews with un sacco and unon staff un sacco and unon staff members interviewed by the idoios investigators provided general information about their operations and otherwise cooperated with the idoios inquiry by providing unhindered access to their files however these interviews did not produce conclusive information to either suggest or completely rule out improper conduct on the part of unon staff members additional investigative steps documentation obtained from un sacco shows that about staff members from unon and other united nations related organizations have requested and obtained un sacco loans about one thousand of whom are unon staff given the large number of records to review which would then need to be compared to similar records from unon and the absence of any identified subjects the idoios investigators decided to do a thorough review of a sampling of cases files were selected for review where the loan amount was high the duration of the contract long or the applicant was also a guarantor on other loans,interview un sacco unon staff un sacco unon staff member interviewed idoios investigator provided general information operation otherwise cooperated idoios inquiry providing unhindered access file however interview produce conclusive information either suggest completely rule improper conduct part unon staff member additional investigative step documentation obtained un sacco show staff member unon united nation related organization requested obtained un sacco loan one thousand unon staff given large number record review would need compared similar record unon absence identified subject idoios investigator decided thorough review sampling case file selected review loan amount wa high duration contract long applicant wa also guarantor loan,"[{'span': 'UN-SACCO', 'label': 'ORG', 'score': 0.6014308333396912, 'char_start_index': 40, 'char_end_index': 48}, {'span': 'ID/OIOS Investigators', 'label': 'ORG', 'score': 0.795350968837738, 'char_start_index': 91, 'char_end_index': 112}, {'span': 'United Nations', 'label': 'LOC', 'score': 0.6609711050987244, 'char_start_index': 545, 'char_end_index': 559}]"
