count,entity,label,location_info
1,Birra Peroni,ORG,"{'place_id': 50961201, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 34207503, 'lat': '41.094775299999995', 'lon': '16.844767874710843', 'class': 'landuse', 'type': 'industrial', 'place_rank': 22, 'importance': 0.10673853894865337, 'addresstype': 'industrial', 'name': 'Birra Peroni S.r.l. - Stabilimento di Bari', 'display_name': 'Birra Peroni S.r.l. - Stabilimento di Bari, Municipio 2, Bari, Puglia, Italia', 'boundingbox': ['41.0922144', '41.0973378', '16.8418841', '16.8478450']}"
1,Viviana Manera,PER,"(None, None)"
5,Rome,LOC,"{'place_id': 72664975, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 41485, 'lat': '41.8933203', 'lon': '12.4829321', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.8439277725492005, 'addresstype': 'city', 'name': 'Roma', 'display_name': 'Roma, Roma Capitale, Lazio, Italia', 'boundingbox': ['41.6556417', '42.1410285', '12.2344669', '12.8557603']}"
3,"Agency for Science, Technology and Research",ORG,"(None, None)"
1,Singapore Institute of Manufacturing Technology,ORG,"{'place_id': 235614889, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 9899911467, 'lat': '1.2982059', 'lon': '103.7888489', 'class': 'office', 'type': 'research', 'place_rank': 30, 'importance': 8.432822156095243e-05, 'addresstype': 'office', 'name': 'Singapore Institute of Manufacturing Technology', 'display_name': 'Singapore Institute of Manufacturing Technology, Ayer Rajah Avenue, Fusionopolis, Queenstown, Southwest, Singapore, 138635, Singapore', 'boundingbox': ['1.2981559', '1.2982559', '103.7887989', '103.7888989']}"
1,Hitachi Metals Singapore,ORG,"(None, None)"
1,Hitachi Metals,ORG,"{'place_id': 314565654, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16751561, 'lat': '35.572508848380124', 'lon': '-80.55317095334587', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.0533620332646677, 'addresstype': 'road', 'name': 'Hitachi Metals Drive', 'display_name': 'Hitachi Metals Drive, Rowan County, North Carolina, 28023, United States', 'boundingbox': ['35.5716676', '35.5733480', '-80.5533485', '-80.5529840']}"
1,Yusaku Maruno,PER,"(None, None)"
1,Hitachi,ORG,"{'place_id': 242066127, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2682911, 'lat': '36.5991225', 'lon': '140.6504604', 'class': 'boundary', 'type': 'administrative', 'place_rank': 14, 'importance': 0.5141380545152026, 'addresstype': 'city', 'name': '日立市', 'display_name': '日立市, 茨城県, 日本', 'boundingbox': ['36.4635996', '36.7146150', '140.5166850', '140.9559653']}"
1,Materials Solution Centre,ORG,"(None, None)"
1,Competition and Consumer Commission of Singapore,ORG,"(None, None)"
1,Grab and Trans-cab,ORG,"(None, None)"
2,Resorts World Sentosa,ORG,"{'place_id': 234929642, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 9574726, 'lat': '1.25574585', 'lon': '103.82123439403357', 'class': 'leisure', 'type': 'resort', 'place_rank': 30, 'importance': 0.39842798627060805, 'addresstype': 'leisure', 'name': 'Resorts World Sentosa', 'display_name': 'Resorts World Sentosa, 8, Sentosa Gateway, Southern Islands, Southwest, Singapore, 098269, Singapore', 'boundingbox': ['1.2518027', '1.2600430', '103.8145996', '103.8259292']}"
1,Singapore Green Plan 2030,ORG,"(None, None)"
1,Tan Eng Chye,PER,"(None, None)"
1,RWS Equarius Hotel Ballroom,LOC,"(None, None)"
1,StarHub,ORG,"{'place_id': 237048483, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 453390449, 'lat': '1.33773455', 'lon': '103.89369559238392', 'class': 'building', 'type': 'industrial', 'place_rank': 30, 'importance': 8.432822156095243e-05, 'addresstype': 'building', 'name': 'StarHub', 'display_name': 'StarHub, 19, Tai Seng Drive, Paya Lebar iPark, Hougang, Southeast, Singapore, 535222, Singapore', 'boundingbox': ['1.3375039', '1.3379185', '103.8934494', '103.8939642']}"
1,Samuel Tsien,PER,"(None, None)"
1,ATP Tour,ORG,"{'place_id': 277170894, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1155693978, 'lat': '30.195026681533488', 'lon': '-81.3852007129277', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.05338206530861368, 'addresstype': 'road', 'name': 'Atp Tour Boulevard', 'display_name': 'Atp Tour Boulevard, Palm Valley, Saint Johns County, Florida, 32082, United States', 'boundingbox': ['30.1932180', '30.1968201', '-81.3855510', '-81.3847008']}"
1,Saudi Arabia's Public Investment Fund,ORG,"(None, None)"
1,Indian Wells,LOC,"{'place_id': 293294332, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2865436, 'lat': '33.7217965', 'lon': '-116.338303', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5499325600067143, 'addresstype': 'village', 'name': 'Indian Wells', 'display_name': 'Indian Wells, Riverside County, California, 92210, United States', 'boundingbox': ['33.6706563', '33.7435803', '-116.3737150', '-116.2949241']}"
1,Madrid,LOC,"{'place_id': 271421452, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 5326784, 'lat': '40.4167047', 'lon': '-3.7035825', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.8072010063004837, 'addresstype': 'city', 'name': 'Madrid', 'display_name': 'Madrid, Comunidad de Madrid, España', 'boundingbox': ['40.3119774', '40.6437293', '-3.8889539', '-3.5179163']}"
1,ATP Finals,EVE,"(None, None)"
1,Turin,LOC,"{'place_id': 80360718, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 43992, 'lat': '45.0677551', 'lon': '7.6824892', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.7594883658084006, 'addresstype': 'city', 'name': 'Torino', 'display_name': 'Torino, Piemonte, Italia', 'boundingbox': ['45.0067924', '45.1402175', '7.5778348', '7.7733388']}"
1,Next Gen ATP Finals,EVE,"(None, None)"
1,Jeddah,LOC,"{'place_id': 40055298, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1933393717, 'lat': '21.5504432', 'lon': '39.1742363', 'class': 'place', 'type': 'city', 'place_rank': 16, 'importance': 0.6373665007422913, 'addresstype': 'city', 'name': 'جدة', 'display_name': 'جدة, محافظة جدة, منطقة مكة المكرمة, 23124, السعودية', 'boundingbox': ['21.3904432', '21.7104432', '39.0142363', '39.3342363']}"
1,Singapore Golf Association,ORG,"(None, None)"
1,BFG Golf,ORG,"(None, None)"
1,Lawrence Ng,PER,"(None, None)"
1,Iskandar Tjokro,PER,"(None, None)"
2,SingPost,ORG,"{'place_id': 236243633, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6295026860, 'lat': '1.3004378', 'lon': '103.8571266', 'class': 'amenity', 'type': 'post_box', 'place_rank': 30, 'importance': 8.432822156095243e-05, 'addresstype': 'amenity', 'name': 'SingPost', 'display_name': 'SingPost, North Bridge Road, Bugis, Downtown Core, Central, Singapore, 189350, Singapore', 'boundingbox': ['1.3003878', '1.3004878', '103.8570766', '103.8571766']}"
2,Lazada Singapore,ORG,"{'place_id': 236025348, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6438346487, 'lat': '1.2976617', 'lon': '103.850249', 'class': 'office', 'type': 'company', 'place_rank': 30, 'importance': 8.432822156095243e-05, 'addresstype': 'office', 'name': 'Lazada', 'display_name': 'Lazada, 8, Bras Basah Road, Museum, Central, Singapore, 068811, Singapore', 'boundingbox': ['1.2976117', '1.2977117', '103.8501990', '103.8502990']}"
1,SingPost Centre,LOC,"{'place_id': 236759311, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 463063306, 'lat': '1.31895315', 'lon': '103.89479014422963', 'class': 'shop', 'type': 'mall', 'place_rank': 30, 'importance': 8.432822156095243e-05, 'addresstype': 'shop', 'name': 'SingPost Centre', 'display_name': 'SingPost Centre, Eunos Avenue 3, Geylang, Southeast, Singapore, 408600, Singapore', 'boundingbox': ['1.3185061', '1.3194895', '103.8938382', '103.8957494']}"
1,Paya Lebar,LOC,"{'place_id': 236543123, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 823759101, 'lat': '1.3174795000000001', 'lon': '103.89235252467483', 'class': 'railway', 'type': 'station', 'place_rank': 30, 'importance': 0.4180098873995877, 'addresstype': 'railway', 'name': 'Paya Lebar', 'display_name': 'Paya Lebar, Sims Avenue, Geylang, Southeast, Singapore, 387840, Singapore', 'boundingbox': ['1.3162509', '1.3187454', '103.8915071', '103.8938066']}"
1,POPStations,ORG,"(None, None)"
1,Loh Wee Lee,PER,"(None, None)"
1,Mr Loh,PER,"{'place_id': 104442092, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 772553810, 'lat': '51.4683694', 'lon': '7.5172213', 'class': 'place', 'type': 'suburb', 'place_rank': 19, 'importance': 0.3103474047156544, 'addresstype': 'suburb', 'name': 'Loh', 'display_name': 'Loh, Hörde, Dortmund, Nordrhein-Westfalen, 44267, Deutschland', 'boundingbox': ['51.4483694', '51.4883694', '7.4972213', '7.5372213']}"
2,The Food Bank Singapore,ORG,"(None, None)"
1,Better Together,ORG,"{'place_id': 255119921, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2517642839, 'lat': '53.4007672', 'lon': '-2.9707708', 'class': 'tourism', 'type': 'artwork', 'place_rank': 30, 'importance': 7.707560845345262e-05, 'addresstype': 'tourism', 'name': 'Better Together', 'display_name': 'Better Together, Upper Hope Place, Canning / Georgian Quarter, Toxteth, Liverpool, Liverpool City Region, England, L7 7EA, United Kingdom', 'boundingbox': ['53.4007172', '53.4008172', '-2.9708208', '-2.9707208']}"
1,Nichol Ng,PER,"{'place_id': 239717979, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 417996322, 'lat': '10.31679615', 'lon': '123.88130595407515', 'class': 'landuse', 'type': 'residential', 'place_rank': 22, 'importance': 0.10672904478522924, 'addresstype': 'residential', 'name': ""Nichol's Park"", 'display_name': ""Nichol's Park, Cebu City, Central Visayas, Pilipinas"", 'boundingbox': ['10.3159808', '10.3178307', '123.8799436', '123.8831664']}"
1,Reliance Industries,ORG,"{'place_id': 231374788, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 103405782, 'lat': '16.743974899999998', 'lon': '82.298758670513', 'class': 'landuse', 'type': 'industrial', 'place_rank': 22, 'importance': 0.10670416800183105, 'addresstype': 'industrial', 'name': 'Reliance Industries', 'display_name': 'Reliance Industries, Gadimoga, Thallarevu, Kakinada, Andhra Pradesh, India', 'boundingbox': ['16.7334613', '16.7556205', '82.2933177', '82.3046716']}"
3,Narendra Modi,PER,"{'place_id': 230115302, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 776718456, 'lat': '23.0917717', 'lon': '72.59733447335586', 'class': 'tourism', 'type': 'attraction', 'place_rank': 30, 'importance': 0.42872273415513085, 'addresstype': 'tourism', 'name': 'Narendra Modi Stadium', 'display_name': 'Narendra Modi Stadium, Motera Stadium Entry Road, Sabarmati, Asarva Taluka, Ahmedabad, Gujarat, 380005, India', 'boundingbox': ['23.0904963', '23.0930908', '72.5958115', '72.5988545']}"
1,David Turk,PER,"(None, None)"
1,Masahito Moriyama,PER,"(None, None)"
1,U.S. Department of Energy,ORG,"{'place_id': 320928827, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 48040428, 'lat': '38.8863047', 'lon': '-77.0266121144486', 'class': 'office', 'type': 'government', 'place_rank': 30, 'importance': 0.5835576293628398, 'addresstype': 'office', 'name': 'U.S. Department of Energy', 'display_name': 'U.S. Department of Energy, 12th Street Expressway, Southwest Employment Area, Ward 6, Washington, District of Columbia, 20585, United States', 'boundingbox': ['38.8859190', '38.8866890', '-77.0268783', '-77.0263396']}"
4,Earth,CEL,"{'place_id': 307950076, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 6595891, 'lat': '34.2331373', 'lon': '-102.4107493', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.45501125241451024, 'addresstype': 'city', 'name': 'Earth', 'display_name': 'Earth, Lamb County, Texas, United States', 'boundingbox': ['34.2257430', '34.2475040', '-102.4197770', '-102.3845460']}"
2,McKinsey,ORG,"{'place_id': 322937383, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 158476196, 'lat': '39.0759435', 'lon': '-76.5224624', 'class': 'place', 'type': 'neighbourhood', 'place_rank': 20, 'importance': 0.1333842244602121, 'addresstype': 'neighbourhood', 'name': 'Cape McKinsey', 'display_name': 'Cape McKinsey, Crystal Beach, Severna Park, Anne Arundel County, Maryland, 21146, United States', 'boundingbox': ['39.0659435', '39.0859435', '-76.5324624', '-76.5124624']}"
1,Cohere,ORG,"{'place_id': 303760400, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 9868385857, 'lat': '39.5645769', 'lon': '-104.7200058', 'class': 'office', 'type': 'company', 'place_rank': 30, 'importance': 6.197833218886118e-05, 'addresstype': 'office', 'name': 'Cohere', 'display_name': 'Cohere, 8400, South Winnipeg Court, Hilltop at Inspiration, Aurora, Douglas County, Colorado, 80016, United States', 'boundingbox': ['39.5645269', '39.5646269', '-104.7200558', '-104.7199558']}"
1,Ben Ellencweig,PER,"(None, None)"
5,LVMH,ORG,"{'place_id': 89338308, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3981406857, 'lat': '48.866358', 'lon': '2.3055236', 'class': 'office', 'type': 'company', 'place_rank': 30, 'importance': 9.317235065227768e-05, 'addresstype': 'office', 'name': 'LVMH Moët Hennessy Louis Vuitton', 'display_name': 'LVMH Moët Hennessy Louis Vuitton, Avenue Montaigne, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, France métropolitaine, 75008, France', 'boundingbox': ['48.8663080', '48.8664080', '2.3054736', '2.3055736']}"
1,Antoine Arnault,PER,"{'place_id': 89685594, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 33754799, 'lat': '49.64699733868499', 'lon': '0.3717270733223925', 'class': 'highway', 'type': 'tertiary', 'place_rank': 26, 'importance': 0.053398604562447514, 'addresstype': 'road', 'name': 'Rue Antoine Arnault', 'display_name': 'Rue Antoine Arnault, Goderville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76110, France', 'boundingbox': ['49.6455074', '49.6483614', '0.3707225', '0.3729127']}"
1,Anish Melwani,PER,"(None, None)"
1,22 Montaigne Entertainment,ORG,"(None, None)"
1,Avenue Montaigne,LOC,"{'place_id': 88681930, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 362231936, 'lat': '48.867693400184535', 'lon': '2.3076259937789003', 'class': 'highway', 'type': 'secondary', 'place_rank': 26, 'importance': 0.053426505683985624, 'addresstype': 'road', 'name': 'Avenue Montaigne', 'display_name': 'Avenue Montaigne, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, France métropolitaine, 75008, France', 'boundingbox': ['48.8670159', '48.8683674', '2.3063219', '2.3089319']}"
1,Superconnector Studios,ORG,"(None, None)"
1,Jae Goodman,PER,"(None, None)"
1,John Kaplan,PER,"(None, None)"
1,Beyonce,PER,"{'place_id': 2778739, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4257526651, 'lat': '-0.1876844', 'lon': '-78.4938818', 'class': 'shop', 'type': 'hairdresser', 'place_rank': 30, 'importance': 7.236057068737342e-05, 'addresstype': 'shop', 'name': 'Beyonce Peluqueria', 'display_name': 'Beyonce Peluqueria, Avenida Mariana de Jesús, Belisario Quevedo, Quito, Pichincha, 170129, Ecuador', 'boundingbox': ['-0.1877344', '-0.1876344', '-78.4939318', '-78.4938318']}"
1,Zendaya,PER,"{'place_id': 131381729, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3147983520, 'lat': '53.0490471', 'lon': '8.9575257', 'class': 'amenity', 'type': 'cafe', 'place_rank': 30, 'importance': 7.550545510028256e-05, 'addresstype': 'amenity', 'name': ""Zendaya's"", 'display_name': ""Zendaya's, Weserpark, Osterholz, Bremen-Ost, Bremen, 28307, Deutschland"", 'boundingbox': ['53.0489971', '53.0490971', '8.9574757', '8.9575757']}"
1,Rihanna,PER,"{'place_id': 149414023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4270461118, 'lat': '63.434141', 'lon': '10.4006114', 'class': 'shop', 'type': 'hairdresser', 'place_rank': 30, 'importance': 7.302738994425906e-05, 'addresstype': 'shop', 'name': 'Rihanna', 'display_name': 'Rihanna, Brattørgata, Nerbyen, Midtbyen, Trondheim, Trøndelag, 7010, Norge', 'boundingbox': ['63.4340910', '63.4341910', '10.4005614', '10.4006614']}"
3,Louis Vuitton,PER,"{'place_id': 89111181, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5058419207, 'lat': '48.8662596', 'lon': '2.3053343', 'class': 'shop', 'type': 'clothes', 'place_rank': 30, 'importance': 9.317235065227768e-05, 'addresstype': 'shop', 'name': 'Louis Vuitton', 'display_name': 'Louis Vuitton, Avenue Montaigne, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, France métropolitaine, 75008, France', 'boundingbox': ['48.8662096', '48.8663096', '2.3052843', '2.3053843']}"
1,Pharrell Williams,PER,"(None, None)"
2,Qualcomm,ORG,"{'place_id': 295030226, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31841790, 'lat': '32.89726195', 'lon': '-117.218571153038', 'class': 'building', 'type': 'yes', 'place_rank': 30, 'importance': 7.728007934686836e-05, 'addresstype': 'building', 'name': 'Qualcomm', 'display_name': 'Qualcomm, 10555, Sorrento Valley Road, San Diego, San Diego County, California, 92039, United States', 'boundingbox': ['32.8968147', '32.8976739', '-117.2190532', '-117.2180892']}"
1,SalesForce,ORG,"{'place_id': 89034688, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 9875095255, 'lat': '48.8563148', 'lon': '2.2935301', 'class': 'office', 'type': 'it', 'place_rank': 30, 'importance': 9.317235065227768e-05, 'addresstype': 'office', 'name': 'Salesforce', 'display_name': 'Salesforce, Avenue Octave Gréard, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, France métropolitaine, 75007, France', 'boundingbox': ['48.8562648', '48.8563648', '2.2934801', '2.2935801']}"
1,Rick Tsai,PER,"(None, None)"
1,Mercedes-Benz,VEHI,"{'place_id': 117987614, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16787662, 'lat': '48.090074099999995', 'lon': '11.654904443712773', 'class': 'landuse', 'type': 'industrial', 'place_rank': 22, 'importance': 0.10675128938735025, 'addresstype': 'industrial', 'name': 'Mercedes Benz', 'display_name': 'Mercedes Benz, Neuperlach, Ramersdorf-Perlach, München, Bayern, 81739, Deutschland', 'boundingbox': ['48.0883580', '48.0912475', '11.6525982', '11.6568158']}"
1,Jaguar Land Rover,VEHI,"{'place_id': 258140468, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 846960932, 'lat': '52.3828027', 'lon': '-1.4901157481895795', 'class': 'landuse', 'type': 'industrial', 'place_rank': 22, 'importance': 0.38049619394338025, 'addresstype': 'industrial', 'name': 'Jaguar Land Rover', 'display_name': 'Jaguar Land Rover, Cheylesmore, Coventry, West Midlands, England, CV3 4LF, United Kingdom', 'boundingbox': ['52.3794223', '52.3861805', '-1.4942801', '-1.4840663']}"
1,Dimensity Auto,INST,"(None, None)"
1,Pizza Hut Singapore,ORG,"{'place_id': 236439430, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7457571848, 'lat': '1.3248588', 'lon': '103.929949', 'class': 'amenity', 'type': 'restaurant', 'place_rank': 30, 'importance': 8.432822156095243e-05, 'addresstype': 'amenity', 'name': 'Pizza Hut', 'display_name': 'Pizza Hut, 311, New Upper Changi Road, Bedok, Southeast, Singapore, 467360, Singapore', 'boundingbox': ['1.3248088', '1.3249088', '103.9298990', '103.9299990']}"
1,Cheesy 7 Beyond Supreme,FOOD,"(None, None)"
1,Cheesy 7 Pizza,FOOD,"(None, None)"
2,Beyond Meat,FOOD,"{'place_id': 253621219, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 489050416, 'lat': '53.547857199999996', 'lon': '-6.5848493875689496', 'class': 'landuse', 'type': 'farmland', 'place_rank': 22, 'importance': 0.10671166781109329, 'addresstype': 'farmland', 'name': 'The Field beyond the Ruins', 'display_name': 'The Field beyond the Ruins, Killeen ED, The Municipal District of Ratoath, County Meath, Leinster, Éire / Ireland', 'boundingbox': ['53.5474423', '53.5483464', '-6.5857106', '-6.5839260']}"
2,Pizza Hut,FOOD,"{'place_id': 353029669, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1832055180, 'lat': '45.735588', 'lon': '3.1776138', 'class': 'amenity', 'type': 'fast_food', 'place_rank': 30, 'importance': 0.5533643241781101, 'addresstype': 'amenity', 'name': 'Pizza Hut', 'display_name': ""Pizza Hut, 24, Route du Cendre, Cournon-d'Auvergne, Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63800, France"", 'boundingbox': ['45.7355380', '45.7356380', '3.1775638', '3.1776638']}"
1,Italian sausage,FOOD,"{'place_id': 301924652, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 107749097, 'lat': '45.5224792', 'lon': '-122.6544438795031', 'class': 'amenity', 'type': 'restaurant', 'place_rank': 30, 'importance': 7.53574425878846e-05, 'addresstype': 'amenity', 'name': ""Michael's Italian Beef & Sausage Company"", 'display_name': ""Michael's Italian Beef & Sausage Company, 1111, Southeast Sandy Boulevard, Buckman, Portland, Multnomah County, Oregon, 97214, United States"", 'boundingbox': ['45.5224082', '45.5225531', '-122.6545121', '-122.6542401']}"
1,Cheddar,FOOD,"{'place_id': 261190587, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2722562, 'lat': '51.2753365', 'lon': '-2.7766545', 'class': 'boundary', 'type': 'administrative', 'place_rank': 20, 'importance': 0.41497678915779823, 'addresstype': 'village', 'name': 'Cheddar', 'display_name': 'Cheddar, Somerset, England, United Kingdom', 'boundingbox': ['51.2358472', '51.3090339', '-2.8391184', '-2.7098889']}"
1,mozzarella,FOOD,"{'place_id': 153957109, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 12011676293, 'lat': '59.3787141', 'lon': '17.9039089', 'class': 'amenity', 'type': 'restaurant', 'place_rank': 30, 'importance': 8.40184634164495e-05, 'addresstype': 'amenity', 'name': 'Mozzarella', 'display_name': 'Mozzarella, Stormbyvägen, Solhöjden, Solhem, Järva stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 163 55, Sverige', 'boundingbox': ['59.3786641', '59.3787641', '17.9038589', '17.9039589']}"
1,Provolone,FOOD,"{'place_id': 5896563, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5291649935, 'lat': '-27.3702462', 'lon': '-55.9030717', 'class': 'shop', 'type': 'cheese', 'place_rank': 30, 'importance': 5.720836194395388e-05, 'addresstype': 'shop', 'name': 'Provolone', 'display_name': 'Provolone, 2618, Avenida Tambor de Tacuarí, Chacra 41, Tajamar, Delegacion Municipal Villa Urquiza, Posadas, Municipio de Posadas, Departamento Capital, Misiones, 3300, Argentina', 'boundingbox': ['-27.3702962', '-27.3701962', '-55.9031217', '-55.9030217']}"
1,Monterey Jack,FOOD,"{'place_id': 251899141, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6300105154, 'lat': '56.396138', 'lon': '-3.4290649', 'class': 'amenity', 'type': 'restaurant', 'place_rank': 30, 'importance': 6.414969100476109e-05, 'addresstype': 'amenity', 'name': ""Monterey Jack's"", 'display_name': ""Monterey Jack's, 16, St John's Place, Bridgend, Perth, Perth and Kinross, Alba / Scotland, PH1 5SZ, United Kingdom"", 'boundingbox': ['56.3960880', '56.3961880', '-3.4291149', '-3.4290149']}"
1,edam,FOOD,"{'place_id': 142117039, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 302127, 'lat': '52.5119116', 'lon': '5.0562845', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.43102332976517976, 'addresstype': 'town', 'name': 'Edam', 'display_name': 'Edam, Edam-Volendam, Noord-Holland, Nederland', 'boundingbox': ['52.4851361', '52.5444026', '5.0252705', '5.0975377']}"
1,cream cheese,FOOD,"{'place_id': 297256588, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1288406651, 'lat': '34.3038215', 'lon': '-116.87344465000001', 'class': 'highway', 'type': 'path', 'place_rank': 27, 'importance': 0.04005123750667581, 'addresstype': 'road', 'name': 'Cream Cheese', 'display_name': 'Cream Cheese, San Bernardino County, California, 92314, United States', 'boundingbox': ['34.3037596', '34.3038834', '-116.8734888', '-116.8734005']}"
2,Disney Cruise Line,ORG,"(None, None)"
3,S Iswaran,PER,"(None, None)"
